Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount;Date
EJ44139;Oregon;M;Bachelor;214236372%;0;65;00/01/1900;Personal Auto;Two-Door Car;312;04/09/1996
CM94425;Arizona;M;Bachelor;44162062%;61953;113;00/01/1900;Personal Auto;SUV;497.047297;08/03/1997
OV54878;California;M;Bachelor;46390352%;0;142;00/01/1900;Corporate Auto;SUV;1022.4;15/08/1998
JF57282;Nevada;M;Bachelor;48635446%;0;137;00/01/1900;Personal Auto;SUV;657.6;15/08/1997
MY37953;Arizona;F;Bachelor;258309098%;73760;107;01/01/2000;Personal Auto;Sports Car;230.245772;14/06/1996
XP64922;Oregon;F;College;29743149%;23333;74;00/01/1900;Corporate Auto;Four-Door Car;5.622751;02/11/1995
WL65572;California;M;College;20644588%;0;61;00/01/1900;Personal Auto;Four-Door Car;292.8;15/08/1996
LN50325;Arizona;F;High School or Below;100646083%;20440;128;01/02/2000;Corporate Auto;Sports Car;614.4;03/07/1997
HJ15383;Washington;M;Master;80324019%;27658;68;00/01/1900;Personal Auto;Four-Door Car;160.07526;05/04/1996
KH59823;California;M;College;54892141%;50943;139;00/01/1900;Special Auto;SUV;667.2;25/08/1997
YM79169;California;M;Bachelor;26127567%;19003;71;00/01/1900;Personal Auto;Two-Door Car;34.651305;01/12/1995
DR38127;California;M;College;85734639%;46703;108;00/01/1900;Personal Auto;Four-Door Car;678.100487;05/09/1997
PU42145;California;M;Bachelor;241275040%;14072;71;00/01/1900;Personal Auto;Four-Door Car;511.2;22/03/1997
KM33477;Oregon;M;College;85503866%;21733;73;00/01/1900;Corporate Auto;Four-Door Car;525.6;05/04/1997
RI53167;Arizona;M;Bachelor;23086480%;20811;61;00/01/1900;Personal Auto;Four-Door Car;292.8;15/08/1996
OF77789;Arizona;F;High School or Below;42546207%;11904;61;01/02/2000;Personal Auto;Two-Door Car;292.8;15/08/1996
YB33445;Oregon;F;College;89828504%;43490;114;01/04/2000;Corporate Auto;SUV;174.588413;19/04/1996
BA17836;California;M;High School or Below;78681660%;57340;67;00/01/1900;Corporate Auto;Four-Door Car;159.391681;04/04/1996
JS43228;California;M;College;77042487%;49088;97;00/01/1900;Corporate Auto;Four-Door Car;698.4;25/09/1997
BB11622;Nevada;M;Master;105521700%;47761;131;00/01/1900;Personal Auto;SUV;232.711071;16/06/1996
HQ70429;Washington;F;College;160451095%;0;65;00/01/1900;Personal Auto;Two-Door Car;163.046956;08/04/1996
WK88044;Arizona;M;Bachelor;87378375%;61281;110;00/01/1900;Personal Auto;SUV;79.865605;15/01/1996
LA80525;Nevada;M;Bachelor;54548907%;0;82;01/01/2000;Corporate Auto;Two-Door Car;393.6;24/11/1996
EH16250;Arizona;M;Bachelor;77052833%;25290;66;00/01/1900;Personal Auto;Four-Door Car;382.085897;13/11/1996
PU41872;Arizona;F;High School or Below;70392624%;24239;88;00/01/1900;Personal Auto;Four-Door Car;48.348319;15/12/1995
HB85743;California;M;Bachelor;88380856%;82664;114;01/03/2000;Personal Auto;SUV;133.425609;09/03/1996
MM71959;Arizona;M;Bachelor;87335273%;83210;110;00/01/1900;Personal Auto;Sports Car;528;08/04/1997
MB83663;Oregon;F;Bachelor;95974748%;38736;81;00/01/1900;Personal Auto;Two-Door Car;561.414794;11/05/1997
KR43119;California;M;College;45066602%;0;66;00/01/1900;Personal Auto;Four-Door Car;316.8;08/09/1996
KH24214;Oregon;M;College;178579723%;55437;64;01/01/2000;Personal Auto;Four-Door Car;445.287788;15/01/1997
AC40767;Washington;M;Bachelors;24978082%;68041;6464;00/01/1900;Personal Auto;Two-Door Car;165.570243;10/04/1996
HP55391;Oregon;M;Master;54261362%;0;71;00/01/1900;Corporate Auto;Four-Door Car;407.99684;08/12/1996
EG62398;California;F;High School or Below;79981438%;29066;100;00/01/1900;Personal Auto;SUV;844.229478;18/02/1998
VS19949;Nevada;M;Bachelor;28976207%;54337;72;00/01/1900;Personal Auto;Four-Door Car;345.6;07/10/1996
AM92343;Oregon;F;High School or Below;115995022%;67616;96;00/01/1900;Personal Auto;Four-Door Car;340.306584;02/10/1996
GI68556;California;F;Bachelor;151479306%;41082;63;00/01/1900;Personal Auto;Two-Door Car;106.647493;11/02/1996
JT11876;WA;F;High School or Below;54357678%;0;10202;00/01/1900;Personal Auto;Four-Door Car;626.116259;15/07/1997
XR64251;Nevada;F;Master;27253564%;36650;69;01/01/2000;Personal Auto;Four-Door Car;56.60333;23/12/1995
MK34957;Oregon;F;College;132977123%;50631;112;01/04/2000;Special Auto;SUV;784.65781;20/12/1997
GP18756;California;M;College;99270497%;19592;92;00/01/1900;Personal Auto;Four-Door Car;441.6;11/01/1997
AP23850;WA;F;High School or Below;177715490%;0;114;00/01/1900;Personal Auto;Two-Door Car;547.2;27/04/1997
KQ65521;Arizona;F;College;182692702%;55761;115;00/01/1900;Personal Auto;Sports Car;86.27772;22/01/1996
EJ19449;California;F;College;27222107%;17576;71;00/01/1900;Special Auto;Four-Door Car;398.502948;29/11/1996
QB70027;California;F;Bachelor;70832124%;41449;89;00/01/1900;Personal Auto;Four-Door Car;63.516572;30/12/1995
QW47320;Cali;F;Bachelor;101797170%;14290;271;00/01/1900;Personal Auto;Luxury SUV;1300.8;20/05/1999
KH64733;Nevada;F;College;58895091%;62007;73;00/01/1900;Personal Auto;Four-Door Car;120.015609;25/02/1996
ON59472;Arizona;M;High School or Below;157713934%;21921;206;00/01/1900;Corporate Auto;Luxury SUV;1254.137899;04/04/1999
HP94242;Arizona;F;Bachelor;52881733%;42621;66;00/01/1900;Personal Auto;Four-Door Car;316.8;08/09/1996
RV15398;Oregon;M;College;275805540%;0;87;01/01/2000;Personal Auto;Four-Door Car;417.6;18/12/1996
EA25683;WA;M;High School or Below;77785323%;63786;196;00/01/1900;Corporate Auto;Luxury SUV;798.002689;03/01/1998
PW73754;Cali;F;High School or Below;73418613%;0;104;01/03/2000;Personal Auto;Sports Car;82.041684;18/01/1996
MC71942;Cali;F;High School or Below;79191970%;82877;99;01/01/2000;Personal Auto;Two-Door Car;22.819088;19/11/1995
OX72195;Arizona;M;College;21638702%;0;63;00/01/1900;Corporate Auto;Two-Door Car;302.4;25/08/1996
YQ99152;Nevada;M;High School or Below;97878088%;10475;88;01/01/2000;Personal Auto;Two-Door Car;422.4;23/12/1996
KI19439;Oregon;F;High School or Below;52076408%;21952;66;00/01/1900;Personal Auto;Four-Door Car;316.8;08/09/1996
PM76175;Oregon;F;Bachelor;211472772%;49721;132;00/01/1900;Corporate Auto;Sports Car;639.971388;28/07/1997
US45383;Cali;M;College;122807666%;88340;102;00/01/1900;Personal Auto;Two-Door Car;489.6;28/02/1997
GT38956;Cali;F;College;24413942%;0;65;00/01/1900;Personal Auto;Four-Door Car;312;04/09/1996
SN41301;Oregon;M;Bachelor;65355606%;0;65;00/01/1900;Corporate Auto;Four-Door Car;468;07/02/1997
BE62503;WA;F;College;92065983%;24589;82;00/01/1900;Personal Auto;Two-Door Car;511.497882;22/03/1997
PA16884;Cali;F;Bachelor;41185886%;69379;103;00/01/1900;Personal Auto;Two-Door Car;494.4;05/03/1997
NC58480;Nevada;F;Bachelor;48382090%;73769;61;01/02/2000;Personal Auto;Four-Door Car;239.540223;23/06/1996
NS39326;Cali;F;College;46255481%;66670;114;00/01/1900;Personal Auto;SUV;518.180364;29/03/1997
PN18507;Arizona;M;Bachelor;140421030%;88854;118;00/01/1900;Personal Auto;Two-Door Car;715.252366;12/10/1997
EK91340;Oregon;M;Bachelor;75466135%;31266;193;00/01/1900;Corporate Auto;Luxury Car;926.4;11/05/1998
JY16280;Cali;F;High School or Below;25145920%;43860;65;00/01/1900;Personal Auto;Four-Door Car;156.124914;01/04/1996
ZW71731;Cali;M;Bachelor;51703584%;89284;133;01/02/2000;Corporate Auto;SUV;402.070719;03/12/1996
ZC24631;Oregon;M;College;139173772%;67267;89;00/01/1900;Corporate Auto;Four-Door Car;94.814032;30/01/1996
YR34689;Cali;F;High School or Below;113181308%;79270;95;01/03/2000;Personal Auto;Four-Door Car;456;26/01/1997
RT65829;Oregon;M;Bachelor;42763636%;36692;109;01/01/2000;Personal Auto;Four-Door Car;523.2;03/04/1997
BZ12077;Oregon;F;High School or Below;43222403%;0;119;00/01/1900;Personal Auto;SUV;571.2;21/05/1997
WM65373;Cali;F;College;80023083%;0;107;00/01/1900;Corporate Auto;SUV;513.6;24/03/1997
NH35059;Nevada;M;College;38854564%;0;105;00/01/1900;Corporate Auto;Four-Door Car;504;15/03/1997
QD38160;Oregon;M;College;44717782%;0;135;00/01/1900;Personal Auto;SUV;972;26/06/1998
BM15160;Cali;F;High School or Below;84963528%;44624;71;01/01/2000;Special Auto;Four-Door Car;73.883044;09/01/1996
VY79030;Arizona;F;College;225008835%;0;71;00/01/1900;Corporate Auto;Four-Door Car;340.8;02/10/1996
EV19512;Nevada;F;Master;163019676%;19614;85;00/01/1900;Personal Auto;Two-Door Car;574.024018;24/05/1997
TE13577;Oregon;F;College;23197359%;0;64;00/01/1900;Personal Auto;Four-Door Car;632.715382;21/07/1997
WY97929;Arizona;M;College;87170498%;83846;74;01/03/2000;Special Auto;Four-Door Car;355.2;17/10/1996
YG20683;WA;M;College;28601117%;51159;72;00/01/1900;Personal Auto;Four-Door Car;4.238626;01/11/1995
FK75497;Cali;M;College;24534083%;83772;62;00/01/1900;Personal Auto;Two-Door Car;42.248087;09/12/1995
NE60110;Arizona;M;College;59897739%;66839;154;00/01/1900;Personal Auto;Sports Car;739.2;05/11/1997
TN36521;Arizona;F;College;249802255%;88440;70;00/01/1900;Personal Auto;Two-Door Car;27.145151;24/11/1995
HG33568;Arizona;F;Master;74826395%;25666;63;01/02/2000;Personal Auto;Four-Door Car;270.002766;24/07/1996
TW17878;Oregon;F;High School or Below;24575760%;52926;61;00/01/1900;Personal Auto;Four-Door Car;292.8;15/08/1996
ZO83562;Nevada;F;Bachelor;23797412%;0;67;00/01/1900;Personal Auto;Four-Door Car;494.946438;05/03/1997
CH97539;WA;F;Bachelor;82869644%;40001;70;00/01/1900;Personal Auto;Four-Door Car;142.567008;18/03/1996
CV29889;Cali;M;College;23939154%;0;70;00/01/1900;Personal Auto;Four-Door Car;425.266308;26/12/1996
MO33320;Oregon;M;College;46571595%;18024;65;00/01/1900;Personal Auto;Two-Door Car;312;04/09/1996
QZ81258;Oregon;F;College;131979289%;0;68;01/03/2000;Personal Auto;Four-Door Car;326.4;18/09/1996
NY56352;Oregon;F;Bachelor;28039167%;23220;74;00/01/1900;Personal Auto;Four-Door Car;251.334247;05/07/1996
EA27048;Cali;F;High School or Below;86465041%;64125;108;00/01/1900;Personal Auto;SUV;369.818708;31/10/1996
UT38865;Oregon;F;College;74258706%;58042;62;00/01/1900;Corporate Auto;Four-Door Car;161.419528;06/04/1996
QC89139;Oregon;F;High School or Below;45287374%;90034;112;00/01/1900;Corporate Auto;SUV;537.6;17/04/1997
LA14484;Nevada;M;High School or Below;22270728%;27972;61;00/01/1900;Special Auto;Four-Door Car;292.8;15/08/1996
HN57556;Cali;F;High School or Below;72929488%;0;65;00/01/1900;Personal Auto;Four-Door Car;312;04/09/1996
CV31235;Arizona;M;Bachelor;31843552%;50989;80;00/01/1900;Corporate Auto;Four-Door Car;255.999709;09/07/1996
WR45726;Arizona;F;Bachelor;113152037%;11885;101;00/01/1900;Special Auto;Four-Door Car;484.8;23/02/1997
LB25094;Cali;F;Bachelor;25307051%;89451;63;00/01/1900;Special Auto;Four-Door Car;61.769564;28/12/1995
KW56110;Oregon;M;Bachelor;183615553%;0;182;00/01/1900;Personal Auto;Luxury Car;1310.4;30/05/1999
XO36233;WA;M;Bachelor;86415300%;78904;109;00/01/1900;Personal Auto;SUV;250.001424;04/07/1996
ZX86243;Arizona;M;Doctor;32785319%;70247;83;01/01/2000;Personal Auto;Four-Door Car;141.799422;17/03/1996
DW29763;Arizona;M;High School or Below;52719821%;32653;67;00/01/1900;Personal Auto;Two-Door Car;321.6;13/09/1996
CT83377;WA;M;High School or Below;37636377%;93595;97;01/04/2000;Special Auto;Four-Door Car;49.797016;16/12/1995
OQ90898;Cali;M;Master;139555696%;90279;115;00/01/1900;Personal Auto;SUV;372.175592;03/11/1996
GO77248;Oregon;F;College;50015275%;0;72;00/01/1900;Personal Auto;Four-Door Car;542.14385;22/04/1997
QW33258;Cali;M;Bachelor;70828304%;53310;189;01/03/2000;Personal Auto;Luxury Car;1360.8;19/07/1999
OU79745;Cali;M;College;76194828%;0;105;00/01/1900;Personal Auto;Four-Door Car;504;15/03/1997
VZ79886;Oregon;F;Bachelor;125508820%;22234;160;00/01/1900;Personal Auto;SUV;768;04/12/1997
FI92440;WA;F;High School or Below;321966004%;91375;99;00/01/1900;Personal Auto;Two-Door Car;72.632934;08/01/1996
YG85980;Nevada;F;High School or Below;67937741%;22250;86;00/01/1900;Personal Auto;Two-Door Car;720.601429;17/10/1997
QM74621;Oregon;M;Bachelor;52723197%;0;80;00/01/1900;Personal Auto;Four-Door Car;576;26/05/1997
EI71732;Oregon;F;Doctor;62653433%;0;84;01/01/2000;Personal Auto;Four-Door Car;481.025786;20/02/1997
VN79010;Cali;F;High School or Below;85475861%;51179;71;00/01/1900;Corporate Auto;Four-Door Car;466.176731;05/02/1997
FI61723;Cali;M;Bachelor;27874237%;38667;72;00/01/1900;Personal Auto;Four-Door Car;159.266473;04/04/1996
OH55411;Cali;F;Master;46268011%;79487;114;00/01/1900;Corporate Auto;SUV;547.2;27/04/1997
TF10720;Nevada;F;Doctor;86633640%;67763;107;01/02/2000;Personal Auto;Four-Door Car;41.283167;08/12/1995
NW30838;Nevada;M;High School or Below;38722222%;0;62;01/02/2000;Corporate Auto;Four-Door Car;503.808329;14/03/1997
CB58476;Oregon;F;College;51708115%;0;71;00/01/1900;Corporate Auto;Four-Door Car;859.599411;05/03/1998
WI69346;Cali;F;Master;89602802%;71943;112;00/01/1900;Corporate Auto;SUV;305.653785;28/08/1996
FS76657;Oregon;F;College;54718343%;53526;68;00/01/1900;Personal Auto;Four-Door Car;278.902846;01/08/1996
YX89016;Oregon;M;College;349310017%;35005;295;00/01/1900;Personal Auto;Luxury Car;1416;13/09/1999
PK28821;Cali;M;College;26203923%;24721;67;00/01/1900;Personal Auto;Four-Door Car;139.963594;15/03/1996
MB51200;WA;M;College;190694995%;0;102;01/02/2000;Personal Auto;Four-Door Car;734.4;31/10/1997
XG44587;Arizona;M;Master;57574423%;88997;72;00/01/1900;Personal Auto;Four-Door Car;174.041566;19/04/1996
FG91922;Arizona;M;Master;402240136%;48587;111;00/01/1900;Personal Auto;SUV;532.8;12/04/1997
OM99303;Arizona;F;High School or Below;27014883%;76310;67;00/01/1900;Personal Auto;Two-Door Car;321.6;13/09/1996
RV67546;Cali;M;Bachelor;37124305%;73205;92;00/01/1900;Personal Auto;Four-Door Car;37.299865;04/12/1995
UJ79253;Oregon;F;College;218508400%;51056;78;00/01/1900;Personal Auto;Four-Door Car;95.816516;31/01/1996
PN98247;Cali;M;College;78401658%;58414;210;01/02/2000;Personal Auto;Luxury SUV;1008;01/08/1998
IB67546;Cali;F;Bachelor;82370379%;23940;107;00/01/1900;Personal Auto;SUV;513.6;24/03/1997
OE19087;Cali;F;High School or Below;22434739%;0;62;00/01/1900;Personal Auto;Four-Door Car;446.4;16/01/1997
CM95716;Cali;M;Bachelor;84344641%;44216;71;00/01/1900;Personal Auto;Four-Door Car;72.205362;08/01/1996
MW62634;Cali;M;High School or Below;22270728%;27972;61;00/01/1900;Corporate Auto;Four-Door Car;292.8;15/08/1996
QW67581;Arizona;F;High School or Below;51700260%;0;69;00/01/1900;Personal Auto;Four-Door Car;331.2;23/09/1996
SN16059;Cali;F;Master;26414461%;29305;66;00/01/1900;Personal Auto;Four-Door Car;475.2;14/02/1997
OE51254;Cali;F;College;27906830%;53882;69;00/01/1900;Personal Auto;Four-Door Car;331.2;23/09/1996
RM42344;Oregon;M;College;27451298%;91757;69;01/01/2000;Personal Auto;Four-Door Car;331.2;23/09/1996
GB35238;Cali;F;Bachelor;75795327%;33906;64;00/01/1900;Personal Auto;Two-Door Car;401.592109;02/12/1996
ML82674;Oregon;M;Bachelor;109787803%;68158;139;01/01/2000;Personal Auto;SUV;253.183568;07/07/1996
EI85244;Cali;M;College;82550601%;0;134;01/03/2000;Personal Auto;SUV;643.2;01/08/1997
DE28132;Oregon;M;College;47477346%;42165;123;00/01/1900;Corporate Auto;SUV;799.673766;04/01/1998
TV25678;WA;M;College;35409043%;0;101;00/01/1900;Personal Auto;SUV;727.2;24/10/1997
TY26512;Cali;M;Doctor;34361343%;30817;88;00/01/1900;Personal Auto;Four-Door Car;91.834668;27/01/1996
OB69153;Cali;M;Bachelor;25821853%;68074;65;00/01/1900;Personal Auto;Four-Door Car;27.987867;24/11/1995
QZ77637;Washington;F;College;116650978%;84978;35353;01/01/2000;Corporate Auto;Four-Door Car;166.77296;11/04/1996
XN41715;Cali;F;Master;73962837%;71135;92;01/01/2000;Personal Auto;Four-Door Car;270.563995;24/07/1996
QR15857;Cali;F;College;43307998%;0;61;00/01/1900;Personal Auto;Two-Door Car;292.8;15/08/1996
FL69363;Oregon;M;Master;90757682%;37722;116;00/01/1900;Personal Auto;Sports Car;158.077504;03/04/1996
IS30295;Arizona;F;Bachelor;146354516%;0;139;00/01/1900;Personal Auto;SUV;667.2;25/08/1997
WA25797;Washington;Male;High School or Below;85647682%;95697;107;00/01/1900;Personal Auto;Sports Car;178.006524;23/04/1996
NL59519;Cali;F;College;115656875%;64642;96;00/01/1900;Personal Auto;Four-Door Car;404.265696;05/12/1996
ZU93025;Oregon;F;College;27710450%;50071;71;00/01/1900;Personal Auto;Two-Door Car;18.918935;15/11/1995
DK94262;Oregon;M;High School or Below;85071288%;46754;106;01/01/2000;Personal Auto;SUV;513.818403;24/03/1997
UQ30615;Cali;M;College;75821138%;64801;64;00/01/1900;Corporate Auto;Four-Door Car;268.471802;22/07/1996
OR40060;Arizona;M;Bachelor;33230925%;70410;83;00/01/1900;Personal Auto;Four-Door Car;131.828507;07/03/1996
DK32872;Nevada;F;High School or Below;52343317%;66957;131;01/01/2000;Personal Auto;SUV;628.8;17/07/1997
FA46418;Nevada;F;High School or Below;247095996%;24213;78;01/01/2000;Personal Auto;Four-Door Car;374.4;05/11/1996
ER19995;Washington;F;College;177862778%;99790;6464;00/01/1900;Personal Auto;Four-Door Car;178.986788;23/04/1996
KI75855;Oregon;M;Master;25512267%;79751;63;00/01/1900;Personal Auto;Two-Door Car;392.235698;23/11/1996
ND41876;Arizona;M;High School or Below;72477137%;86122;182;01/01/2000;Personal Auto;Luxury SUV;873.6;19/03/1998
PN21042;Arizona;M;Bachelor;45388478%;82297;116;00/01/1900;Personal Auto;Sports Car;0.382107;28/10/1995
GJ43254;Washington;M;College;316421046%;89057;98;00/01/1900;Corporate Auto;Two-Door Car;187.363583;02/05/1996
AL46984;Cali;M;High School or Below;87304220%;43259;73;00/01/1900;Personal Auto;Four-Door Car;350.4;12/10/1996
JP58047;Oregon;M;College;83327306%;0;79;00/01/1900;Personal Auto;Four-Door Car;379.2;10/11/1996
ZE85014;Cali;M;College;23577470%;25064;62;00/01/1900;Personal Auto;Four-Door Car;297.6;20/08/1996
KU88219;Arizona;M;Master;46371640%;25816;119;00/01/1900;Personal Auto;Sports Car;571.2;21/05/1997
UU98729;Cali;M;Bachelor;53571927%;0;73;00/01/1900;Personal Auto;Four-Door Car;350.853987;12/10/1996
WS82822;Oregon;F;College;53919710%;41662;69;00/01/1900;Corporate Auto;Four-Door Car;217.973168;01/06/1996
YB49933;Arizona;M;Bachelor;36941405%;96170;92;00/01/1900;Personal Auto;Four-Door Car;441.6;11/01/1997
XC16387;Arizona;F;High School or Below;50404124%;46072;64;00/01/1900;Personal Auto;Four-Door Car;25.934064;22/11/1995
XJ96748;Arizona;F;High School or Below;274954219%;37931;99;00/01/1900;Personal Auto;Four-Door Car;475.2;14/02/1997
TM98684;Oregon;M;High School or Below;48422850%;35127;62;00/01/1900;Personal Auto;Four-Door Car;297.6;20/08/1996
AY18433;Washington;F;High School or Below;273828189%;45473;76;00/01/1900;Special Auto;Two-Door Car;188.938397;03/05/1996
DM74502;Nevada;F;College;52271019%;93087;131;01/03/2000;Corporate Auto;Sports Car;628.8;17/07/1997
FT56968;Arizona;M;High School or Below;25900960%;22398;67;01/02/2000;Personal Auto;Four-Door Car;321.6;13/09/1996
OX36896;Cali;M;High School or Below;105360780%;92983;87;01/01/2000;Corporate Auto;Four-Door Car;153.205591;29/03/1996
BZ65376;Arizona;M;Bachelor;85812787%;27689;239;01/02/2000;Personal Auto;Luxury SUV;2893.239678;29/09/2003
LN34660;Cali;F;College;94631133%;69654;118;00/01/1900;Corporate Auto;SUV;629.532731;18/07/1997
JC29295;Cali;F;Bachelor;134410064%;80744;111;00/01/1900;Personal Auto;SUV;361.284757;23/10/1996
KJ87930;Cali;F;Bachelor;38865048%;0;112;00/01/1900;Corporate Auto;SUV;1185.988301;25/01/1999
XT36360;Arizona;F;High School or Below;67848937%;0;64;01/01/2000;Personal Auto;Four-Door Car;460.8;30/01/1997
IX35050;Arizona;M;Bachelor;235946802%;76358;66;00/01/1900;Special Auto;Four-Door Car;86.461582;22/01/1996
UN97379;Oregon;M;Bachelor;25386263%;18608;71;00/01/1900;Corporate Auto;Four-Door Car;340.8;02/10/1996
MR57294;Cali;M;High School or Below;56399420%;73168;70;00/01/1900;Personal Auto;Four-Door Car;425.800112;26/12/1996
UG79499;Washington;M;Bachelor;116813743%;70930;99;00/01/1900;Personal Auto;Four-Door Car;190.43446;05/05/1996
UA50747;Washington;F;High School or Below;259977500%;62262;72;00/01/1900;Corporate Auto;Four-Door Car;193.505325;08/05/1996
GL20444;Nevada;F;Master;137783693%;91474;113;00/01/1900;Corporate Auto;Two-Door Car;24.087774;21/11/1995
SP58110;Cali;F;Bachelor;49231817%;61469;63;01/05/2000;Personal Auto;Four-Door Car;302.4;25/08/1996
XM91635;Arizona;F;High School or Below;22723354%;16618;62;00/01/1900;Special Auto;Four-Door Car;219.288706;03/06/1996
TV82603;Cali;F;Bachelor;148953980%;48081;188;00/01/1900;Personal Auto;Luxury SUV;881.360959;27/03/1998
BB82067;Oregon;M;Doctor;97560450%;67632;121;00/01/1900;Personal Auto;Sports Car;26.951627;23/11/1995
JP94676;Oregon;F;Bachelor;94229741%;34115;119;00/01/1900;Personal Auto;SUV;466.122541;05/02/1997
VU53417;Arizona;M;High School or Below;38373576%;23051;99;00/01/1900;Personal Auto;Two-Door Car;475.2;14/02/1997
IW54795;Cali;M;College;109521319%;23748;99;00/01/1900;Personal Auto;Four-Door Car;607.095655;26/06/1997
RN78170;Arizona;F;College;81591366%;40589;69;00/01/1900;Corporate Auto;Four-Door Car;331.2;23/09/1996
IX55883;Cali;F;College;194804998%;50809;83;00/01/1900;Personal Auto;Four-Door Car;290.381707;13/08/1996
XM72420;Arizona;F;High School or Below;39193667%;66676;97;00/01/1900;Personal Auto;Four-Door Car;558.099357;08/05/1997
GC15104;Nevada;F;Bachelor;79851421%;52339;70;01/03/2000;Corporate Auto;Four-Door Car;336;28/09/1996
RX13282;Oregon;M;Bachelor;121687449%;14973;115;00/01/1900;Personal Auto;SUV;828;02/02/1998
QA85890;Arizona;F;High School or Below;58493215%;0;83;00/01/1900;Corporate Auto;Four-Door Car;540.514115;20/04/1997
IR62668;Arizona;F;Bachelor;50858366%;31546;65;00/01/1900;Personal Auto;Four-Door Car;100.049832;05/02/1996
AL96740;Cali;F;College;29039398%;67763;73;01/01/2000;Personal Auto;Four-Door Car;59.861963;26/12/1995
SS48498;Washington;F;College;62731734%;20836;79;00/01/1900;Corporate Auto;Four-Door Car;193.57032;08/05/1996
PE39479;Washington;M;College;183214190%;88592;76;00/01/1900;Corporate Auto;Four-Door Car;199.79727;14/05/1996
JH62891;Oregon;F;College;51787042%;66943;65;01/01/2000;Special Auto;Four-Door Car;53.084753;20/12/1995
FI20423;Arizona;F;High School or Below;140243584%;81872;115;00/01/1900;Special Auto;Four-Door Car;256.43803;10/07/1996
PM13394;Washington;F;College;53094359%;22404;70;01/01/2000;Personal Auto;Four-Door Car;211.136067;26/05/1996
YV67971;Cali;F;High School or Below;49498038%;21342;62;00/01/1900;Personal Auto;Four-Door Car;74.350893;10/01/1996
QD31377;Cali;M;Bachelor;85956653%;34621;108;01/01/2000;Corporate Auto;SUV;621.464468;10/07/1997
YG10247;Oregon;M;College;229518920%;62396;64;00/01/1900;Personal Auto;Four-Door Car;307.2;30/08/1996
FE73696;Oregon;M;High School or Below;37921303%;97212;93;00/01/1900;Personal Auto;Two-Door Car;360.05589;22/10/1996
SW19699;Arizona;F;Bachelor;27557480%;49648;70;00/01/1900;Personal Auto;Four-Door Car;65.954813;01/01/1996
QJ40732;Arizona;M;College;48803396%;97984;61;01/01/2000;Personal Auto;Four-Door Car;407.450118;08/12/1996
HM76207;Cali;F;College;90519053%;26308;114;00/01/1900;Corporate Auto;SUV;547.2;27/04/1997
NT59303;Oregon;F;College;101154462%;63528;256;00/01/1900;Personal Auto;Luxury Car;1228.8;09/03/1999
PU41393;Nevada;M;College;82690754%;20225;114;01/01/2000;Special Auto;SUV;547.2;27/04/1997
QO86948;Nevada;M;High School or Below;80716530%;0;112;00/01/1900;Personal Auto;SUV;806.4;11/01/1998
QN10888;Oregon;F;High School or Below;77269936%;87620;64;00/01/1900;Personal Auto;Four-Door Car;24.063693;21/11/1995
VY19543;Cali;F;Bachelor;83111359%;0;72;00/01/1900;Corporate Auto;Four-Door Car;311.329282;03/09/1996
XC15133;Nevada;F;Master;25740204%;34990;65;00/01/1900;Personal Auto;Four-Door Car;42.689135;09/12/1995
ST43550;Oregon;M;Bachelor;57273271%;99934;71;00/01/1900;Special Auto;Four-Door Car;460.323855;30/01/1997
FX36546;Washington;M;Master;36791421%;60804;92;00/01/1900;Personal Auto;Four-Door Car;213.225001;28/05/1996
JX68983;Oregon;M;Bachelor;27445196%;94648;69;00/01/1900;Personal Auto;Four-Door Car;331.2;23/09/1996
HX78576;Cali;F;High School or Below;56367403%;24516;71;00/01/1900;Personal Auto;Four-Door Car;300.607591;23/08/1996
ZQ11381;Arizona;M;Bachelor;168703882%;61063;85;00/01/1900;Personal Auto;Four-Door Car;262.504882;16/07/1996
ON39271;Cali;M;Master;27380020%;0;74;00/01/1900;Personal Auto;Two-Door Car;263.365432;17/07/1996
SB18278;Oregon;M;Bachelor;46447005%;0;64;00/01/1900;Corporate Auto;Four-Door Car;307.2;30/08/1996
ZT30559;Cali;F;High School or Below;47466865%;15169;63;00/01/1900;Personal Auto;Four-Door Car;302.4;25/08/1996
XI41106;Arizona;M;College;168743282%;55390;71;00/01/1900;Corporate Auto;Two-Door Car;256.268091;10/07/1996
ZS88847;Oregon;F;Bachelor;23876061%;27592;62;00/01/1900;Personal Auto;Four-Door Car;297.6;20/08/1996
RU49126;Washington;F;College;44653357%;61846;112;00/01/1900;Personal Auto;SUV;215.8182;30/05/1996
KR62797;Arizona;F;High School or Below;45916259%;83297;113;00/01/1900;Personal Auto;SUV;542.4;22/04/1997
ZJ73220;Arizona;F;College;130925858%;0;188;00/01/1900;Special Auto;Luxury Car;1353.6;12/07/1999
FY62633;Oregon;M;Bachelor;91122666%;0;90;00/01/1900;Personal Auto;Four-Door Car;432;02/01/1997
CU36986;Cali;F;High School or Below;41651666%;55897;104;00/01/1900;Personal Auto;Four-Door Car;499.2;10/03/1997
WZ53904;Arizona;M;Bachelor;26599806%;21297;71;00/01/1900;Personal Auto;Four-Door Car;45.507952;12/12/1995
